                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.34138,                0.28337,                0.44457,                0.86141,                0.88544,                0.94444,                0.90895,                0.83729,                0.88544,                0.94444,                0.90895,                0.75951,                0.42477,                 1.6043,                0.70852,                0.92985,             0.00096726,             0.00096726,             0.00096726
                    108,                 0.3392,                0.28442,                0.43308,                0.86433,                0.89283,                0.94444,                0.93664,                 0.8715,                0.89283,                0.94444,                0.94997,                0.78565,                0.42029,                 1.5332,                0.69695,                  0.929,             0.00096066,             0.00096066,             0.00096066
                    109,                0.34145,                0.30175,                0.44706,                 0.8575,                0.85321,                0.98692,                  0.962,                 0.8794,                0.85321,                0.98692,                  0.962,                0.82505,                0.39741,                 1.0868,                0.68835,                0.90562,             0.00095406,             0.00095406,             0.00095406
                    110,                0.32357,                0.32013,                0.41588,                0.84003,                0.85191,                      1,                0.96178,                0.90219,                0.85191,                      1,                0.96178,                0.89023,                0.38139,                0.85301,                 0.6637,                0.89324,             0.00094746,             0.00094746,             0.00094746
                    111,                0.34936,                0.29888,                0.45655,                 0.8637,                0.84413,                      1,                0.96728,                0.91324,                0.84413,                      1,                0.96728,                0.88283,                0.33315,                0.76584,                0.64877,                0.87123,             0.00094085,             0.00094085,             0.00094085
                    112,                 0.3255,                0.27282,                0.38029,                0.84844,                0.88717,                0.93811,                0.95192,                0.91006,                0.88717,                0.93811,                0.95192,                 0.8565,                0.32724,                0.70816,                0.64612,                 0.8734,             0.00093425,             0.00093425,             0.00093425
                    113,                0.38301,                0.43884,                0.51579,                0.87555,                0.87706,                0.94444,                0.95742,                0.91173,                0.87706,                0.94444,                0.95742,                0.85008,                0.32739,                0.73449,                0.62804,                0.87255,             0.00092765,             0.00092765,             0.00092765
                    114,                0.35963,                0.35868,                0.51358,                0.86181,                0.83784,                0.94444,                0.94783,                0.88097,                0.83784,                0.94444,                0.94783,                0.86764,                0.34131,                0.71739,                0.62778,                0.87238,             0.00092105,             0.00092105,             0.00092105
                    115,                0.35511,                0.40852,                 0.4157,                  0.881,                0.87289,                0.94444,                0.93774,                0.85332,                0.87289,                0.94444,                0.93774,                0.84699,                0.35314,                 0.6782,                0.66939,                0.88222,             0.00091445,             0.00091445,             0.00091445
                    116,                0.31739,                0.30961,                0.41042,                0.85228,                 0.8843,                0.94444,                0.94825,                0.85202,                 0.8843,                0.94444,                0.94825,                0.83748,                 0.3636,                0.67047,                0.67495,                0.89705,             0.00090785,             0.00090785,             0.00090785
                    117,                0.30597,                0.26423,                0.42013,                0.84543,                0.88402,                 0.9941,                  0.962,                 0.8297,                0.88402,                 0.9941,                  0.962,                 0.8326,                0.37969,                 0.7367,                0.70795,                 0.9207,             0.00090125,             0.00090125,             0.00090125
                    118,                0.34779,                0.31516,                0.46286,                  0.909,                0.88429,                0.99601,                 0.9675,                0.82624,                0.88429,                0.99601,                 0.9675,                0.83057,                0.39474,                0.78576,                0.72477,                0.91666,             0.00089465,             0.00089465,             0.00089465
                    119,                0.34198,                0.31851,                0.41641,                0.85046,                0.88209,                0.99286,                 0.9895,                0.86723,                0.88209,                0.99286,                 0.9895,                0.82168,                0.41946,                0.89514,                0.68158,                0.91946,             0.00088804,             0.00088804,             0.00088804
                    120,                0.29589,                0.29186,                0.38233,                0.83081,                0.95199,                0.94444,                 0.9895,                 0.8912,                0.95199,                0.94444,                 0.9895,                0.83705,                0.43345,                0.96505,                0.65008,                 0.9233,             0.00088144,             0.00088144,             0.00088144
                    121,                0.28847,                0.27586,                0.36744,                0.85767,                0.98386,                0.94034,                  0.985,                0.91601,                0.98386,                0.94034,                  0.985,                0.85704,                0.44795,                0.96253,                0.62016,                 0.9305,             0.00087484,             0.00087484,             0.00087484
                    122,                0.33565,                0.28287,                 0.4028,                0.86765,                0.93964,                0.94444,                  0.985,                0.91525,                0.93964,                0.94444,                  0.985,                 0.8464,                0.43406,                 1.0208,                0.59599,                0.92887,             0.00086824,             0.00086824,             0.00086824
                    123,                0.30006,                0.39589,                0.37683,                0.86252,                0.98015,                0.93369,                0.98125,                0.91821,                0.98015,                0.93369,                0.98125,                0.79783,                0.41801,                 1.3428,                0.57146,                0.92301,             0.00086164,             0.00086164,             0.00086164
                    124,                 0.3221,                0.27023,                0.39558,                0.85761,                 0.9537,                0.93584,                0.98125,                0.88614,                 0.9537,                0.93584,                0.98125,                0.80929,                0.47777,                 1.6046,                0.59115,                0.96726,             0.00085504,             0.00085504,             0.00085504
                    125,                0.28136,                0.28508,                0.41954,                0.84081,                0.94969,                0.93017,                  0.985,                0.88322,                0.94969,                0.93017,                  0.985,                0.78807,                0.43013,                  1.546,                0.57907,                 0.9557,             0.00084844,             0.00084844,             0.00084844
                    126,                0.30064,                0.24729,                0.39809,                0.88133,                0.93131,                0.88889,                 0.9695,                0.89018,                0.93301,                0.93121,                 0.9795,                 0.8095,                0.40176,                 1.4098,                0.61013,                0.94321,             0.00084184,             0.00084184,             0.00084184
                    127,                 0.3344,                0.32974,                0.45828,                0.88934,                 0.9251,                0.94444,                0.96475,                0.87929,                0.88203,                0.98945,                  0.973,                0.80209,                0.38379,                 1.0981,                0.60693,                0.93041,             0.00083523,             0.00083523,             0.00083523
                    128,                0.28894,                0.28063,                0.38077,                0.86388,                0.86872,                0.98762,                  0.951,                0.88168,                0.86872,                0.98762,                  0.951,                0.83599,                 0.3322,                0.72427,                0.65401,                 0.8954,             0.00082863,             0.00082863,             0.00082863
                    129,                0.30176,                0.26055,                0.37183,                0.84587,                0.85116,                0.99037,                  0.951,                0.91196,                0.85116,                0.99037,                  0.951,                0.88007,                0.33574,                0.63799,                0.65488,                 0.8794,             0.00082203,             0.00082203,             0.00082203
                    130,                0.31724,                0.27102,                0.44199,                0.87679,                 0.8507,                0.98638,                 0.9675,                 0.9308,                 0.8507,                0.98638,                 0.9675,                0.90281,                0.35078,                0.63023,                0.62183,                0.87731,             0.00081543,             0.00081543,             0.00081543
                    131,                0.27155,                 0.2532,                0.33659,                0.84072,                 0.8716,                0.94444,                 0.9795,                0.92458,                 0.8716,                0.94444,                 0.9795,                0.91058,                0.33277,                0.61409,                0.59038,                0.86763,             0.00080883,             0.00080883,             0.00080883
                    132,                0.26822,                0.25108,                0.35224,                0.85813,                 0.8955,                0.94444,                 0.9795,                 0.9125,                 0.8955,                0.94444,                 0.9795,                0.91292,                0.37241,                0.60179,                0.58007,                0.89261,             0.00080223,             0.00080223,             0.00080223
                    133,                0.31032,                0.28499,                0.36876,                0.87323,                   0.91,                      1,                  0.984,                0.91747,                   0.91,                      1,                  0.984,                0.88834,                0.42026,                0.63045,                0.56665,                0.93567,             0.00079563,             0.00079563,             0.00079563
                    134,                0.30338,                 0.3083,                0.38241,                0.84876,                0.92573,                0.98544,                  0.984,                 0.9211,                0.92573,                0.98544,                  0.984,                0.87132,                0.40169,                0.73952,                0.57211,                0.91154,             0.00078902,             0.00078902,             0.00078902
                    135,                0.33096,                0.33019,                0.38351,                0.87437,                 0.8297,                      1,                0.96178,                0.90212,                 0.8297,                      1,                0.96178,                0.84883,                0.38808,                 0.8902,                0.58231,                0.89719,             0.00078242,             0.00078242,             0.00078242
                    136,                0.28773,                0.31144,                0.36378,                0.84977,                0.83924,                0.94444,                0.96035,                0.88669,                0.83924,                0.94444,                0.96035,                0.81819,                0.40829,                 1.0239,                0.58926,                0.90535,             0.00077582,             0.00077582,             0.00077582
                    137,                0.32211,                 0.2911,                0.36681,                0.87497,                 0.8749,                0.94444,                0.96585,                0.87547,                 0.8749,                0.94444,                0.96585,                0.82641,                 0.4253,                 1.1242,                0.60243,                0.92064,             0.00076922,             0.00076922,             0.00076922
                    138,                0.30081,                0.31439,                0.37821,                0.85809,                0.83551,                0.88889,                0.94645,                0.86396,                0.83551,                0.88889,                0.94645,                 0.8097,                 0.4037,                 1.2788,                0.60325,                0.92378,             0.00076262,             0.00076262,             0.00076262
                    139,                0.29541,                0.32801,                0.39357,                0.84605,                0.84239,                0.94444,                 0.9272,                  0.855,                0.84239,                0.94444,                 0.9272,                 0.7924,                0.38639,                 1.2036,                0.62861,                0.92267,             0.00075602,             0.00075602,             0.00075602
                    140,                 0.3093,                0.34606,                0.40613,                0.86091,                0.80895,                0.95049,                0.93568,                0.87514,                0.80895,                0.95049,                0.93568,                 0.8105,                0.37776,                 1.1999,                0.61458,                0.94334,             0.00074942,             0.00074942,             0.00074942
                    141,                0.28094,                0.27375,                0.37839,                0.86231,                0.84148,                      1,                0.94583,                0.88514,                0.84148,                      1,                0.95437,                0.81673,                0.35804,                 1.1026,                 0.5869,                0.94487,             0.00074282,             0.00074282,             0.00074282
                    142,                0.27839,                0.36918,                0.37242,                0.83448,                0.89263,                      1,                 0.9895,                0.91874,                0.89263,                      1,                 0.9895,                0.84553,                0.35769,                  1.101,                0.55767,                0.95552,             0.00073621,             0.00073621,             0.00073621
                    143,                0.29215,                0.27436,                0.39811,                0.84164,                0.84261,                      1,                0.96789,                0.90198,                0.84261,                      1,                0.96789,                0.85222,                0.36349,                 1.1465,                0.54552,                0.94427,             0.00072961,             0.00072961,             0.00072961
                    144,                0.27321,                0.28385,                0.36396,                0.83649,                0.84506,                      1,                0.95689,                 0.8825,                0.84506,                      1,                0.95689,                 0.8225,                0.37462,                   1.06,                0.55393,                 0.9446,             0.00072301,             0.00072301,             0.00072301
                    145,                0.28213,                0.32116,                0.34837,                0.84875,                0.83951,                      1,                 0.9475,                0.86923,                0.83951,                      1,                 0.9475,                0.78128,                0.38875,                 1.0576,                0.56831,                0.96413,             0.00071641,             0.00071641,             0.00071641
                    146,                0.27428,                0.32044,                0.38324,                0.85755,                0.79977,                      1,                0.93588,                0.85968,                0.79977,                      1,                0.93588,                 0.7445,                0.36007,                 1.0848,                0.56859,                0.95379,             0.00070981,             0.00070981,             0.00070981
                    147,                0.27096,                0.28787,                0.39057,                0.84609,                0.83606,                      1,                0.93428,                 0.8571,                0.83606,                      1,                0.93428,                0.74533,                 0.3542,                 1.1078,                0.56127,                0.94774,             0.00070321,             0.00070321,             0.00070321
                    148,                0.27232,                0.28168,                0.36166,                0.85339,                0.86623,                      1,                 0.9345,                0.84795,                0.86623,                      1,                 0.9345,                0.77871,                0.35716,                0.90245,                0.55993,                0.94159,             0.00069661,             0.00069661,             0.00069661
                    149,                0.25623,                0.29218,                 0.3359,                0.83569,                0.83806,                      1,                  0.942,                0.86114,                0.83806,                      1,                  0.942,                0.83116,                0.34794,                 0.7392,                0.55147,                0.92333,                0.00069,                0.00069,                0.00069
                    150,                0.28778,                0.31728,                0.40728,                0.83351,                0.84033,                      1,                 0.9595,                0.88681,                0.84033,                      1,                 0.9595,                0.87728,                0.33617,                0.66374,                0.53571,                0.91626,              0.0006834,              0.0006834,              0.0006834
                    151,                0.35649,                0.33103,                0.39701,                 0.8891,                 0.8755,                      1,                 0.9785,                0.91689,                 0.8755,                      1,                 0.9785,                0.89967,                0.33269,                0.63947,                 0.4955,                0.92466,              0.0006768,              0.0006768,              0.0006768
                    152,                0.25627,                0.23308,                0.32205,                0.84354,                0.88255,                      1,                 0.9785,                0.92322,                0.88255,                      1,                 0.9785,                0.90197,                0.32917,                0.64952,                0.47608,                0.93561,              0.0006702,              0.0006702,              0.0006702
                    153,                0.25801,                0.27187,                0.33531,                0.83372,                0.88531,                      1,                 0.9785,                 0.9343,                0.88531,                      1,                 0.9785,                0.90135,                 0.3352,                 0.7047,                0.46888,                0.94762,              0.0006636,              0.0006636,              0.0006636
                    154,                0.27923,                0.24422,                0.36845,                0.85329,                0.88892,                      1,                  0.984,                0.92029,                0.83902,                0.94444,                0.93347,                0.84961,                 0.3609,                0.77905,                0.46814,                0.96638,               0.000657,               0.000657,               0.000657
                    155,                0.25747,                0.29572,                0.32224,                0.84595,                0.88929,                      1,                 0.9895,                 0.9199,                0.83901,                0.94444,                0.93293,                0.85323,                0.36406,                0.82525,                0.44788,                0.96288,              0.0006504,              0.0006504,              0.0006504
                    156,                0.25959,                0.24956,                0.36031,                0.84016,                0.89227,                      1,                 0.9895,                0.90822,                0.89227,                      1,                 0.9895,                0.85036,                0.33073,                0.89296,                0.45101,                 0.9427,              0.0006438,              0.0006438,              0.0006438
                    157,                0.28918,                0.30582,                0.35762,                0.86779,                0.89449,                0.99431,                  0.984,                0.91426,                0.89449,                0.99431,                  0.984,                0.84271,                0.31707,                0.87571,                0.43595,                0.91602,             0.00063719,             0.00063719,             0.00063719
                    158,                0.26689,                0.24097,                0.33768,                0.81711,                0.87358,                0.98606,                0.95437,                0.89765,                0.87358,                0.98606,                0.95437,                0.86197,                0.29653,                0.84621,                0.43998,                0.87314,             0.00063059,             0.00063059,             0.00063059
                    159,                0.27042,                0.28338,                0.34232,                0.84212,                0.90515,                0.94444,                0.95681,                0.91115,                0.90515,                0.94444,                0.95681,                0.87519,                0.29666,                0.83796,                0.45383,                0.85965,             0.00062399,             0.00062399,             0.00062399
                    160,                0.27219,                 0.2358,                0.32842,                0.83665,                0.92427,                0.94444,                0.95681,                0.91193,                0.92427,                0.94444,                0.95681,                0.86705,                0.30895,                0.82264,                0.44535,                0.86241,             0.00061739,             0.00061739,             0.00061739
                    161,                0.26212,                0.24645,                0.32794,                0.82508,                0.97644,                0.94444,                  0.985,                0.92734,                0.97644,                0.94444,                  0.985,                0.87525,                 0.3179,                0.80728,                 0.4376,                0.86741,             0.00061079,             0.00061079,             0.00061079
                    162,                0.25382,                0.22608,                0.30104,                0.85161,                 0.9738,                0.94444,                  0.985,                0.92712,                 0.9738,                0.94444,                  0.985,                0.88965,                0.32366,                0.80692,                0.42967,                0.87441,             0.00060419,             0.00060419,             0.00060419
                    163,                0.28236,                0.27173,                0.40788,                0.85592,                0.97878,                0.94444,                  0.985,                0.92715,                0.97878,                0.94444,                  0.985,                 0.8773,                0.33602,                0.83277,                 0.4397,                0.89244,             0.00059759,             0.00059759,             0.00059759
                    164,                0.29303,                0.28035,                0.33623,                0.85803,                0.98287,                0.94444,                 0.9895,                0.92591,                0.98287,                0.94444,                 0.9895,                0.86949,                0.34303,                0.87871,                0.44301,                0.90345,             0.00059098,             0.00059098,             0.00059098
                    165,                0.25198,                0.23442,                0.34236,                0.83295,                0.95639,                0.88889,                 0.9391,                0.89055,                0.95639,                0.88889,                 0.9391,                0.83066,                0.36275,                0.90825,                0.43215,                 0.9179,             0.00058438,             0.00058438,             0.00058438
                    166,                 0.2829,                0.28191,                0.33283,                0.84304,                0.98093,                0.93183,                 0.9895,                0.93205,                0.98093,                0.93183,                 0.9895,                0.86842,                0.36858,                0.91819,                0.42148,                0.92491,             0.00057778,             0.00057778,             0.00057778
                    167,                0.25715,                0.21984,                0.31467,                 0.8373,                0.91737,                0.99837,                 0.9895,                0.92745,                0.91737,                0.99837,                 0.9895,                0.86829,                0.33325,                0.89448,                0.42062,                0.91656,             0.00057118,             0.00057118,             0.00057118
                    168,                 0.2773,                0.26331,                0.33353,                0.85482,                0.86716,                0.94444,                0.92707,                 0.8889,                0.86716,                0.94444,                0.92707,                0.84771,                0.31337,                0.84682,                 0.3942,                0.91071,             0.00056458,             0.00056458,             0.00056458
                    169,                0.28528,                0.26089,                0.34178,                0.84772,                0.89771,                      1,                  0.984,                0.91124,                0.89771,                      1,                  0.984,                 0.8708,                0.31267,                0.81695,                0.39447,                0.89801,             0.00055798,             0.00055798,             0.00055798
                    170,                0.26703,                  0.242,                0.32036,                0.84582,                0.84433,                      1,                  0.975,                0.92029,                0.84433,                      1,                  0.975,                0.90718,                0.31436,                0.77593,                0.41658,                0.87648,             0.00055138,             0.00055138,             0.00055138
                    171,                0.24452,                0.23935,                0.34822,                 0.8491,                 0.8849,                      1,                  0.984,                 0.9246,                 0.8849,                      1,                  0.984,                0.89939,                0.31707,                0.78893,                 0.4368,                0.86935,             0.00054478,             0.00054478,             0.00054478
                    172,                 0.2751,                0.25454,                0.32292,                0.85317,                0.88383,                      1,                 0.9895,                0.93756,                0.88383,                      1,                 0.9895,                0.90443,                0.31035,                0.78286,                0.43988,                 0.8674,             0.00053817,             0.00053817,             0.00053817
                    173,                0.29095,                0.26294,                 0.3499,                0.84426,                0.87795,                      1,                 0.9895,                0.95255,                0.87795,                      1,                 0.9895,                0.91902,                0.29009,                0.72329,                0.43984,                0.85451,             0.00053157,             0.00053157,             0.00053157
                    174,                 0.2763,                 0.2516,                 0.3478,                0.83406,                0.88524,                      1,                 0.9895,                0.94907,                0.88524,                      1,                 0.9895,                0.92301,                0.27821,                0.72609,                 0.4487,                0.84674,             0.00052497,             0.00052497,             0.00052497
                    175,                0.25337,                0.24931,                0.30518,                0.85306,                0.88748,                0.99827,                 0.9895,                0.95282,                0.88748,                0.99827,                 0.9895,                0.91501,                0.27172,                0.72483,                0.45487,                0.84675,             0.00051837,             0.00051837,             0.00051837
                    176,                0.23406,                0.23978,                0.30055,                0.82785,                 0.8876,                0.99776,                 0.9895,                0.94825,                 0.8876,                0.99776,                 0.9895,                0.91712,                0.26957,                0.72477,                0.46202,                0.84396,             0.00051177,             0.00051177,             0.00051177
                    177,                0.27748,                0.24049,                0.35669,                0.88218,                0.88665,                0.99692,                 0.9895,                0.96668,                0.88665,                0.99692,                 0.9895,                0.92297,                0.28259,                0.69792,                0.46775,                0.85056,             0.00050517,             0.00050517,             0.00050517
                    178,                 0.2661,                0.26855,                0.32408,                0.86528,                0.88388,                      1,                 0.9785,                0.93819,                0.88388,                      1,                 0.9785,                0.91835,                 0.3057,                0.67842,                0.47384,                0.85805,             0.00049857,             0.00049857,             0.00049857
                    179,                0.26096,                0.30105,                0.33464,                0.83704,                 0.8834,                 0.9977,                 0.9785,                0.92747,                 0.8834,                 0.9977,                 0.9785,                0.92111,                0.28507,                0.67228,                0.49302,                0.85663,             0.00049197,             0.00049197,             0.00049197
                    180,                0.24274,                0.22685,                 0.3263,                0.82927,                0.88277,                0.99854,                 0.9785,                0.93159,                0.88277,                0.99854,                 0.9785,                0.91272,                0.27279,                0.65602,                0.50112,                 0.8441,             0.00048536,             0.00048536,             0.00048536
                    181,                0.24293,                0.22546,                0.29525,                0.83615,                0.88288,                      1,                 0.9785,                0.94029,                0.88288,                      1,                 0.9785,                0.91276,                0.26292,                0.64897,                0.50291,                0.84282,             0.00047876,             0.00047876,             0.00047876
                    182,                 0.2485,                0.23541,                0.28665,                0.83321,                0.88593,                0.98226,                 0.9785,                0.93873,                0.88593,                0.98226,                 0.9785,                0.89874,                0.28651,                 0.6692,                0.49415,                0.85412,             0.00047216,             0.00047216,             0.00047216
                    183,                0.26965,                0.22098,                0.35447,                0.86196,                0.88627,                0.99343,                 0.9785,                0.94038,                0.88627,                0.99343,                 0.9785,                0.89737,                0.31497,                0.70895,                0.48464,                0.86434,             0.00046556,             0.00046556,             0.00046556
                    184,                0.26124,                0.24522,                0.31179,                0.85529,                0.93227,                      1,                 0.9895,                0.94591,                0.93227,                      1,                 0.9895,                0.89537,                0.31867,                0.75152,                 0.4862,                0.86563,             0.00045896,             0.00045896,             0.00045896
                    185,                0.23609,                0.25075,                0.29253,                 0.8307,                0.93485,                      1,                  0.995,                0.96321,                0.93485,                      1,                  0.995,                0.88848,                0.30869,                0.77283,                0.48009,                0.86558,             0.00045236,             0.00045236,             0.00045236
                    186,                0.24871,                0.27164,                0.31963,                0.83389,                0.93623,                      1,                  0.995,                0.96628,                0.93623,                      1,                  0.995,                0.88864,                0.30549,                0.78237,                0.46212,                0.86901,             0.00044576,             0.00044576,             0.00044576
                    187,                0.28051,                0.24794,                0.33067,                0.84202,                0.93606,                      1,                  0.995,                0.96178,                0.93606,                      1,                  0.995,                0.88777,                0.31074,                0.76491,                0.45771,                 0.8738,             0.00043915,             0.00043915,             0.00043915
                    188,                0.24423,                0.21846,                0.31532,                0.81685,                0.93547,                      1,                  0.995,                0.95787,                0.93547,                      1,                  0.995,                0.89377,                0.31917,                0.74579,                0.45906,                0.87729,             0.00043255,             0.00043255,             0.00043255
                    189,                0.24427,                0.21825,                0.30283,                0.83848,                0.93467,                      1,                  0.995,                0.97178,                0.93467,                      1,                  0.995,                0.88508,                0.31523,                0.72501,                0.45697,                0.87138,             0.00042595,             0.00042595,             0.00042595
                    190,                0.22409,                0.19214,                0.28527,                 0.8374,                0.91488,                      1,                 0.9895,                0.94083,                0.91488,                      1,                 0.9895,                 0.8912,                0.32183,                0.71163,                0.45664,                0.87217,             0.00041935,             0.00041935,             0.00041935
                    191,                0.24214,                0.23344,                 0.3009,                0.83319,                0.93815,                      1,                 0.9895,                0.92749,                0.93815,                      1,                 0.9895,                 0.8852,                0.32824,                0.68536,                 0.4495,                0.87444,             0.00041275,             0.00041275,             0.00041275
                    192,                0.24476,                0.24968,                0.29524,                0.82249,                0.93731,                      1,                  0.995,                0.92485,                0.93731,                      1,                  0.995,                0.89882,                0.32667,                0.66363,                0.43576,                0.87793,             0.00040615,             0.00040615,             0.00040615
                    193,                0.25931,                0.21673,                0.30717,                0.84636,                0.94101,                      1,                  0.995,                0.94461,                0.94101,                      1,                  0.995,                0.90601,                0.32145,                0.66895,                0.42127,                0.88792,             0.00039955,             0.00039955,             0.00039955
                    194,                0.24351,                0.23822,                0.30308,                0.84561,                0.92966,                      1,                  0.995,                0.92082,                0.92966,                      1,                  0.995,                0.89193,                0.31351,                0.66557,                0.41624,                0.88543,             0.00039295,             0.00039295,             0.00039295
                    195,                0.24884,                0.20609,                 0.2989,                0.86452,                0.89659,                      1,                  0.995,                0.92085,                0.89659,                      1,                  0.995,                0.90821,                 0.3208,                0.67557,                0.41724,                0.88639,             0.00038634,             0.00038634,             0.00038634
                    196,                0.22089,                0.22791,                0.27403,                0.82323,                0.89116,                      1,                 0.9895,                0.90828,                0.89116,                      1,                 0.9895,                0.88681,                 0.3282,                0.69855,                0.41504,                0.88598,             0.00037974,             0.00037974,             0.00037974
                    197,                0.22696,                0.24279,                0.28015,                0.84937,                0.88631,                      1,                 0.9895,                0.92082,                0.88631,                      1,                 0.9895,                0.88181,                0.32206,                0.75848,                0.40537,                0.89804,             0.00037314,             0.00037314,             0.00037314
                    198,                0.25302,                0.26784,                   0.35,                0.85841,                  0.912,                      1,                  0.995,                0.91778,                  0.912,                      1,                  0.995,                0.88036,                0.31751,                0.80395,                0.41149,                0.90151,             0.00036654,             0.00036654,             0.00036654
                    199,                0.21226,                0.20075,                0.27096,                0.83416,                0.88386,                      1,                 0.9785,                0.90261,                0.88386,                      1,                 0.9785,                0.86647,                 0.3317,                0.82943,                0.40973,                0.91447,             0.00035994,             0.00035994,             0.00035994
                    200,                0.24458,                0.21814,                0.28608,                0.84911,                0.87698,                      1,                 0.9785,                0.92139,                0.87698,                      1,                 0.9785,                0.87445,                0.32215,                0.85937,                0.41122,                0.91563,             0.00035334,             0.00035334,             0.00035334
                    201,                0.27227,                0.28676,                0.31929,                0.83862,                0.85611,                      1,                 0.9785,                 0.9274,                0.85611,                      1,                 0.9785,                 0.8606,                0.31523,                0.90868,                0.41466,                0.92267,             0.00034674,             0.00034674,             0.00034674
                    202,                0.24039,                0.25114,                 0.2961,                0.85377,                0.88806,                      1,                  0.995,                 0.9085,                0.88806,                      1,                  0.995,                0.83569,                0.31447,                0.94885,                0.41453,                0.92945,             0.00034013,             0.00034013,             0.00034013
                    203,                0.24352,                  0.253,                0.30626,                0.82983,                 0.8565,                      1,                  0.973,                 0.9248,                 0.8565,                      1,                  0.973,                0.86264,                0.31453,                0.96965,                0.39798,                 0.9294,             0.00033353,             0.00033353,             0.00033353
                    204,                0.22609,                0.23984,                0.29956,                0.83474,                0.88503,                      1,                0.96813,                 0.9068,                0.88503,                      1,                0.96813,                0.86226,                0.31564,                 0.9544,                0.38393,                0.93203,             0.00032693,             0.00032693,             0.00032693
                    205,                0.22661,                0.21382,                0.29209,                0.83984,                0.89186,                      1,                0.97889,                0.90278,                0.89186,                      1,                0.97889,                 0.8801,                0.31738,                0.90158,                0.38735,                0.93312,             0.00032033,             0.00032033,             0.00032033
                    206,                0.22237,                0.26115,                0.28265,                0.83273,                0.93739,                0.99669,                  0.984,                0.90138,                0.93739,                0.99669,                  0.984,                0.86637,                0.32276,                0.83459,                0.39113,                0.93398,             0.00031373,             0.00031373,             0.00031373
                    207,                0.23026,                0.26921,                0.30988,                0.83633,                 0.9261,                      1,                  0.984,                0.90235,                 0.9261,                      1,                  0.984,                0.87493,                0.33274,                0.77997,                0.38671,                0.93598,             0.00030713,             0.00030713,             0.00030713
                    208,                0.24819,                0.24733,                0.30961,                0.82361,                0.99689,                0.94268,                 0.9895,                0.91184,                0.99689,                0.94268,                 0.9895,                0.87869,                0.33518,                0.73478,                 0.3821,                0.93807,             0.00030053,             0.00030053,             0.00030053
                    209,                0.24122,                 0.2264,                0.29519,                0.85381,                0.98486,                0.94444,                 0.9895,                0.92582,                0.98486,                0.94444,                 0.9895,                0.88578,                0.32666,                0.70853,                0.37568,                0.93372,             0.00029393,             0.00029393,             0.00029393
                    210,                0.24692,                0.26701,                0.31026,                0.84284,                0.99613,                0.99688,                  0.995,                0.95014,                0.99613,                0.99688,                  0.995,                0.86233,                0.31318,                0.71001,                0.38142,                0.92431,             0.00028732,             0.00028732,             0.00028732
                    211,                0.20367,                0.19033,                0.26433,                0.82441,                0.99784,                0.98848,                  0.995,                0.95015,                0.99784,                0.98848,                  0.995,                0.87681,                0.29698,                0.69504,                0.39033,                0.89522,             0.00028072,             0.00028072,             0.00028072
                    212,                0.23488,                0.25946,                0.27543,                0.83808,                0.99481,                0.98117,                  0.995,                0.95013,                0.99481,                0.98117,                  0.995,                0.85963,                0.28451,                0.68176,                0.40137,                0.87325,             0.00027412,             0.00027412,             0.00027412
                    213,                0.20784,                0.20459,                0.27763,                 0.8258,                0.98704,                0.97451,                  0.995,                0.95318,                0.98704,                0.97451,                  0.995,                0.86492,                0.28535,                0.67956,                0.40403,                0.86821,             0.00026752,             0.00026752,             0.00026752
                    214,                0.20465,                0.19607,                0.26698,                0.83931,                0.96234,                0.94444,                 0.9895,                0.94211,                0.96234,                0.94444,                 0.9895,                0.86846,                0.28392,                0.67795,                 0.4026,                0.86743,             0.00026092,             0.00026092,             0.00026092
                    215,                0.21319,                0.24813,                0.28587,                 0.8392,                0.95863,                0.94444,                 0.9895,                0.94209,                0.95863,                0.94444,                 0.9895,                0.86847,                0.28939,                0.68177,                0.38779,                0.87997,             0.00025432,             0.00025432,             0.00025432
                    216,                0.23859,                0.24356,                0.28029,                0.84473,                0.95708,                0.98411,                  0.995,                0.94799,                0.95708,                0.98411,                  0.995,                0.87295,                0.29797,                0.68546,                0.38134,                0.88801,             0.00024772,             0.00024772,             0.00024772
                    217,                0.21651,                 0.2199,                0.29684,                0.81839,                0.95696,                      1,                  0.995,                  0.948,                0.95696,                      1,                  0.995,                0.87806,                0.31009,                0.69829,                 0.3677,                0.89968,             0.00024111,             0.00024111,             0.00024111
                    218,                0.24724,                0.24124,                0.27655,                0.83337,                0.91765,                      1,                  0.995,                0.95006,                0.91765,                      1,                  0.995,                0.87897,                0.31145,                0.70938,                0.37208,                0.90516,             0.00023451,             0.00023451,             0.00023451
                    219,                0.21367,                0.23191,                0.27243,                0.84339,                0.92675,                      1,                  0.995,                0.95007,                0.92675,                      1,                  0.995,                0.89499,                0.31063,                0.70554,                0.37828,                0.90211,             0.00022791,             0.00022791,             0.00022791
